num,name,shape,color,text,text2,code,form,company,image_url
135,니자티드정(니자티딘),원형,노랑,NZT 75,,200501559,정제,(주)한국파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765867288000094
136,니타딘정(니자티딘),원형,노랑,NKN,,200302728,정제,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PWvmOITHuh
137,다나센연질캡슐(나프록센),타원형,파랑,SNP,,201404125,연질캡슐,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154176795981800053
138,다나프록센정(나프록센나트륨)(수출용),타원형,파랑,HK DN,,200705433,정제,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148007720779100183
139,다리아정,원형,노랑,KY 1,,201706530,정제,한국신텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672206274500117
140,다모판텐정100밀리그램(덱스판테놀) ,원형,하양,DXP,,202006701,정제,맥널티제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NhoLkusiFv
141,다비어정,원형,초록,CP5,,201602093,정제,(주)씨엠지제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427232964000023
142,다산알벤다졸정400밀리그램,장방형,주황,DM,A,202004224,정제,(주)다산제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F66xS
143,다이락스-큐정,원형,초록,C^,,200904507,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834126208100140
144,다이락스쎈정,원형,초록,CA RB,,202301820,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OfFuJXMKWP
145,다이오친에프정,원형,보라,S^,,200400785,정제,삼아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834130612600060
146,다이제스칸정,장방형,초록,DIS,,200905402,정제,(주)휴비스트제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OgmtypWWUA
147,다이제스토정,장방형,초록,DGO,,200902108,정제,화일약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OflX036cmW
148,다이제스트정,장방형,초록,MTS,PC,200200852,정제,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_tI6JB9dY
149,다이제틴정,원형,초록,^3,,200904689,정제,알리코제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYFqZxFyQw
150,다졸정(알벤다졸),장방형,주황,DZT,,202002084,정제,아이큐어(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NB7nLey5uL
151,다펜-큐연질캡슐(이부프로펜),타원형,파랑,CADFQ,,201500673,연질캡슐,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcWuLSAyDt
152,다펜나이트연질캡슐,타원형,노랑,CA DN,,202303276,연질캡슐,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs9iw
153,다펜덱시연질캡슐(덱시부프로펜),타원형,파랑,CA DX,,202401681,연질캡슐,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcjg9
154,다펜캡슐(이부프로펜)(수출용),장방형,초록 하양,CHO-A DAF,,200003489,경질캡슐,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEyhP
155,다푸러펜정,원형,하양,CH24,,202400957,정제,경남제약(주),
156,단자민정(디펜히드라민염산염),장방형,하양,KDC,DZ,200808028,정제,고려제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427921494800068
157,담엔쿨정,원형,하양,SK,,202400780,정제,에스케이케미칼(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFsBve
158,대웅바이오덱시부프로펜정300밀리그램,장방형,하양,DWB D300,,202003642,정제,대웅바이오(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P3diGKSDU4
159,대웅바이오아스피린장용정100밀리그램,원형,하양,DWB A,,201803126,정제,대웅바이오(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154242315129600012
160,대웅바이오알마게이트정500밀리그램,장방형,하양,DWB,AMG,201908540,정제,대웅바이오(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs7mZ
161,대웅우루사연질캡슐,장방형,초록,우루사,,197000040,연질캡슐,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcd74
162,더게인디정,원형,초록,BI,DG,201907628,정제,(주)바이넥스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NQk_pnr9-O
163,더게인정,원형,하양,BI,DG,201901973,정제,(주)바이넥스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MmZCvzws6j
164,더마화이트정,원형,하양,T,C,200906642,정제,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900033
165,더블락캡슐,장방형,노랑,더블락 더블락,,201109596,경질캡슐,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426587165200087
166,더블액티브정,장방형,갈색,HKA,,201801695,정제,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153391561594900009
167,더블유녹스정(글루타티온(환원형)),원형,하양,HUV,G,201904177,정제,(주)휴비스트제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJovq
168,더블자임정,원형,초록,SK,DJ,201606067,정제,에스케이케미칼(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OGYzwP1-BC
169,더판디탈정,원형,초록,SIL,T,202302687,정제,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OkkrHMePLL
170,데카키논캡슐(유비데카레논),장방형,주황 노랑,DEC DEC,,197800027,경질캡슐,에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N266HhBiUg
171,데코라펜연질캡슐(덱시부프로펜),장방형,노랑,JRP,,200401219,연질캡슐,(주)비보존제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428109443000164
172,덱사펜정(덱시부프로펜),장방형,분홍,HN,DXF,200100417,정제,하나제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PPb53M-tRh
173,덱스녹실정(덱스판테놀),원형,하양,DEL,,202004385,정제,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlMP
174,덱스렌정(덱시부프로펜디.씨.),장방형,주황,^UK,DXB,201602068,정제,(주)오스코리아제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mf9b53Dgmt
175,덱스원큐에스연질캡슐(덱시부프로펜),장방형,파랑,DOQS,,202003788,연질캡슐,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NvwvvpEO07
176,덱스원큐연질캡슐(덱시부프로펜),타원형,파랑,DOQ,,201902982,연질캡슐,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MncJAM5kN5
177,덱스쿨연질캡슐(덱시부프로펜),타원형,파랑,IYDX,,200905351,연질캡슐,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-vZRnyppE
178,덱스프리연질캡슐(덱시부프로펜),장방형,초록,DF300,,201904806,연질캡슐,(주)필인터내셔널,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1On2ryplIfT
179,덱스피드연질캡슐(덱시부프로펜),타원형,파랑,YH DXP,,201110646,연질캡슐,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OCxjzi8sHI
180,덱시로펜정(덱시부프로펜),장방형,분홍,DPC,,200400135,정제,동광제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000175
181,덱시부펜연질캡슐(덱시부프로펜),타원형,파랑,JI DB,,200809274,연질캡슐,제일헬스사이언스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O5i42zbIha
182,덱시엔연질캡슐(덱시부프로펜),타원형,파랑,SK DEX,,200900041,연질캡슐,에스케이케미칼(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PZ4l5sRYgm
183,덱시원연질캡슐(덱시부프로펜),타원형,파랑,덱시원,,200808462,연질캡슐,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NO-a
184,덱시푸루펜연질캡슐(덱시부프로펜),장방형,노랑,YDP,,201110516,연질캡슐,영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NDXmGS9fJO
185,덱시프렌드연질캡슐(덱시부프로펜),장방형,파랑,덱시프렌드,,201503809,연질캡슐,부광약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427082737900120
186,덱쎈연질캡슐(덱시부프로펜),장방형,파랑,DEXEN,,201401248,연질캡슐,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426847266800078
187,덱펜정(덱시부프로펜),장방형,분홍,Kb,D300,201701383,정제,(주)경보제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150160203116300165
188,덴스롤캡슐,장방형,초록,SK Dent,,200201998,경질캡슐,에스케이케미칼(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nkd205G5Wp
189,덴스민캡슐,장방형,초록,PK-B PK-B,,199702621,경질캡슐,(주)한국파비스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672211034800040
190,덴스트롱캡슐,장방형,노랑,KB DS,,201604914,경질캡슐,경방신약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148794218042700191
191,덴카바캡슐,장방형,파랑,알리코 덴카바,,200503125,경질캡슐,알리코제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428292906000008
192,덴타나캡슐,장방형,노랑,덴타나,,201502962,경질캡슐,원광제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149926923197200014
193,덴타민캡슐,장방형,갈색,DENTAMIN DENTAMIN,,200300953,경질캡슐,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611724261900057
194,덴타자임캡슐,장방형,노랑,YH DTZ,,200607736,경질캡슐,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900074
195,덴타칸캡슐,장방형,파랑,NK DTC,,200904003,경질캡슐,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000106
196,덴타포스캡슐,장방형,갈색,KDC DTF,,200201771,경질캡슐,고려제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp4cQ
197,덴탑플러스캡슐,장방형,갈색,덴탑플러스 덴탑플러스,,200906301,경질캡슐,(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6FDp
198,덴트큐캡슐,장방형,파랑,KLN DTQ,,200811885,경질캡슐,코오롱제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700120
199,덴티나인캡슐,장방형,노랑,YJP DTN,,200500882,경질캡슐,영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100196
200,덴티드에프캡슐,장방형,파랑,EK2 DTD,,201502798,경질캡슐,(주)이든파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427065184100077
201,덴티몬캡슐,장방형,파랑,KBP KBP,,200403718,경질캡슐,(주)경보제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900098
202,덴티에프캡슐,장방형,갈색,Crw Den F,,200502646,경질캡슐,지엘파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500035
203,덴티엔플러스캡슐,장방형,노랑,IHP DP,,200300598,경질캡슐,(주)일화,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150669967673500016
204,덴티큐어캡슐,장방형,파랑,DTQ DTQ,,201405454,경질캡슐,아이큐어(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6HRJ
205,덴티하이캡슐,장방형,노랑,Denti High,,200707923,경질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611733843800000
206,덴파사캡슐,장방형,파랑,DA DPS,,200708081,경질캡슐,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MrFeLzYHro
207,덴퍼스골드캡슐,장방형,노랑,덴퍼스 골드,,201404885,경질캡슐,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300174
208,덴플러스포르테캡슐,장방형,파랑,ETX DF,,200808774,경질캡슐,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427931156600158
209,도나펜에프연질캡슐,타원형,파랑,도나펜F,,202200707,경질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OZ25fiXcB-
210,도스틴캡슐(에르도스테인),장방형,초록 노랑,SA DST,,200300579,경질캡슐,삼아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYya
211,독립목클린캡슐200밀리그램(아세틸시스테인),장방형,하양,DLB ACC,,201900187,경질캡슐,독립바이오제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Me1jz_9peU
212,동광세티리진염산염정,장방형,하양,DK,,200000242,정제,동광제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427748827800002
213,동성에르도스테인캡슐(에르도스테인),장방형,초록 노랑,DS ERD,,201606935,경질캡슐,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149347908275600196
214,동성정로환에프정,원형,하양,JF,,201803204,정제,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DXLY
215,두스카정,타원형,하양,NS 2,,200502014,정제,한국넬슨제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428288104000140
216,두캅스에이연질캡슐,타원형,초록,DS,,200403642,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUclc5
217,둘코라인정,장방형,하양,HT,DL,201802851,정제,한국휴텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcg8v
218,둘코락스에스장용정,원형,노랑,N47,,200906478,정제,오펠라헬스케어코리아(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUEdP
219,듀얼싹플러스장용연질캡슐,타원형,초록,JHDP,,202402049,연질캡슐,제일헬스사이언스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcjjz
220,듀얼파모정,장방형,초록,KDF,,202105229,정제,광동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NjeveJRSPL
221,듀오그린엘정,원형,초록,KY5,,202203713,정제,한국신텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlGSH7jtVN
222,듀오그린정,원형,초록,KY 2,,201706690,정제,한국신텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152415243654100039
223,듀오그린큐정,원형,초록,KY7,,202203581,정제,한국신텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlGSH7jtV5
224,듀오락스정,원형,노랑,YI5,,199302061,정제,영일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OLYZI_IeJ7
225,듀오레정,원형,노랑,NK,,202200589,정제,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU05B
226,듀오레캡슐,장방형,노랑 하양,NK DUO,,201602342,경질캡슐,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVziv
227,듀오레플러스정,원형,노랑,NKO,,202200648,정제,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU04v
228,듀오스탑캡슐,장방형,노랑,DUO DUO,,202400117,경질캡슐,(주)다산제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs6m-
229,드림굿연질캡슐(디펜히드라민염산염),타원형,파랑,드림굿,,202301154,연질캡슐,경방신약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OtGiHsZj_6
230,디렉스정,장방형,파랑,2RX,,202401329,정제,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUccpg
231,디소론캡슐(디오스민),장방형,하양,KK DIO,,201405439,경질캡슐,주식회사제뉴원사이언스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KdFi
232,디오라인정600밀리그램(디오스민),장방형,분홍,DaL,,202201755,정제,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEQqCYJLPU
233,디오맥스정600밀리그램(디오스민),장방형,분홍,DaD,,201906140,정제,풍림무약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY2JS
234,디오치민정(디오스민),원형,분홍,IY,6,202302041,정제,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Of5opuN518
235,디유비정,원형,파랑,BUD,,201700836,정제,(주)휴온스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085618332800060
236,디카돌정,장방형,초록,KPP,D,202401259,정제,한국프라임제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUclSF
237,디카듀오정100/1000,장방형,초록,DWB,DC,202005599,정제,대웅바이오(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NTIAOi__04
238,디카렉정,장방형,초록,LCB,,201901368,정제,(주)바스칸바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OMgytrjilu
239,디카본100정,장방형,초록,TW7,,201703064,정제,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150471247127400059
240,디카본300정,타원형,초록,TW3,,201703065,정제,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150471247127400053
241,디카본500정,장방형,초록,TW6,,201703066,정제,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150471247127400065
242,디카엠정,원형,분홍,MJ,1,201303989,정제,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426676298300011
243,디카킴디정,장방형,초록,KIM,100,202107747,정제,(주)킴스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OANLAkAEmI
244,디카틴정(엘카르니틴),원형,하양,DCT,,200809786,정제,대한뉴팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlOLWGgcPO
245,디큐펜맥스연질캡슐,장방형,주황,DQP-M,,202200793,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7oG5g7jl4
246,디큐펜맥스정500밀리그램(아세트아미노펜),장방형,하양,Q-pen,,202301097,정제,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OW5q-P0Ihj
247,디큐펜프로나이트연질캡슐,타원형,노랑,QP.N,,202100359,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmM2OP_0YU
248,디큐펜프로연질캡슐(이부프로펜),타원형,파랑,QP,,201005773,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlyW7wP-ni
249,디펙타민연질캡슐(디펜히드라민염산염),타원형,파랑,DFT, ,200807882,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OgmtypWWYO
250,디펜콜에이캡슐,장방형,파랑 하양,DPA DPA,,200400904,경질캡슐,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148189193209300021
251,디퓨탭서방정(이부프로펜),장방형,하양,ISR,,200001172,정제,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs7FN
252,디퓨텐연질캡슐(덱시부프로펜),장방형,노랑,디퓨텐,,200905055,연질캡슐,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68Cb
253,라니아정,원형,분홍,,,201109654,정제,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148431162903300184
254,라시도필캡슐,장방형,하양,LCF,,200611395,경질캡슐,(주)한국팜비오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MqVySVqRfG
255,라이켄캡슐500mg(바실루스리케니포르미스균),장방형,초록,BMI 116,,200802513,경질캡슐,(주)한국비엠아이,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp4x4
256,라투딘정75밀리그램(라니티딘염산염),원형,분홍,MM,75,201602551,정제,명문제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147316560789700010
257,락비오캡슐(바실루스리케니포르미스균),장방형,하양,CP 락비오,,201802700,경질캡슐,(주)씨엠지제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154272840543500005
258,락서스정,타원형,하양,AG,,201507418,정제,안국약품(주),
259,락스타더블캡슐(락토바실루스카제이변종람노수스의동결건조배양물),장방형,하양,KL LASR2,,202202007,경질캡슐,코오롱제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU043
260,락스타캡슐(락토바실루스카제이변종람노수스의동결건조배양물),장방형,하양,KL LASR,,201800675,경질캡슐,코오롱제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154367884505000054
261,락시러스캡슐(바실루스리케니포르미스균),장방형,하양,HT LCR,,201500685,경질캡슐,한국휴텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PQoG7qcUFS
262,락토그린정,원형,노랑,sr,T,202201864,정제,(주)시어스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OCxjzi8rtg
263,락토더블캡슐(락토바실루스카제이변종람노수스의동결건조배양물),장방형,하양,2K LAC,,202202634,경질캡슐,건일바이오팜주식회사,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OANLAkAEj4
264,락토딘캡슐,장방형,노랑,락토딘 락토딘,,201508035,경질캡슐,한솔신약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427158517500061
265,락토딘프리미엄정,원형,노랑,T49,,202204535,정제,한솔신약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OhN7YNFLtV
266,락토민지캡슐(바실루스리케니포르미스균),장방형,하양,LTO-G LTO-G,,201505072,경질캡슐,영풍제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427100481600155
267,락토셀캡슐(바실루스리케니포르미스균),장방형,하양,JH 02,,201507631,경질캡슐,(주)중헌제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148682304213600099
268,락토스탑정,원형,노랑,CD,L,202203884,정제,초당약품공업(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pDcQ-
